content_key,content_item_id,content_item_version_id,subject_key,item_type,proposed_unit,proposed_topic_code,proposed_topic_title,basis,confidence,rationale,alternative_topic_code,signal_conflict,needs_human,taxonomy_source_version,previous_topic_code,defect_class,evidence_fields_used
apstat-u1-8-3a-boxplots-108001,1b26150d-b5f3-453e-962a-4d4865235b7c,bb98e5c3-dc58-450a-853c-1fd44aded09b,ap-statistics,mcq,1,1.8,Graphical Representations of Summary Statistics for One Quantitative Variable,template_prepass,high,Assigned to 1.8 because the template prepass evidence matches Graphical Representations of Summary Statistics for One Quantitative Variable.,,true,false,dae3c72e-82ca-4960-9552-1b034bd347e5,1.7,,stem;stimulus
apstat-u1-8-3a-boxplots-108002,f53bf38a-6080-43d0-b5fb-8f9cc9ae38e3,6d99b36e-8ef1-4f38-afba-a9231ccee2bb,ap-statistics,mcq,1,1.8,Graphical Representations of Summary Statistics for One Quantitative Variable,template_prepass,high,Assigned to 1.8 because the template prepass evidence matches Graphical Representations of Summary Statistics for One Quantitative Variable.,,true,false,dae3c72e-82ca-4960-9552-1b034bd347e5,1.7,,stem;stimulus
apstat-u1-8-3a-boxplots-108003,fbed1115-c94f-49df-91b4-1d656732fc78,20b8d2b5-d845-465b-962e-1a4dbfe597e8,ap-statistics,mcq,1,1.8,Graphical Representations of Summary Statistics for One Quantitative Variable,template_prepass,high,Assigned to 1.8 because the template prepass evidence matches Graphical Representations of Summary Statistics for One Quantitative Variable.,,true,false,dae3c72e-82ca-4960-9552-1b034bd347e5,1.7,,stem;stimulus
apstat-u1-8-3a-boxplots-108004,e7d38a9a-629d-44ca-a59e-a8c58db89d9e,0b505e5d-1355-4575-a584-e61a8c1b9f06,ap-statistics,mcq,1,1.8,Graphical Representations of Summary Statistics for One Quantitative Variable,template_prepass,high,Assigned to 1.8 because the template prepass evidence matches Graphical Representations of Summary Statistics for One Quantitative Variable.,,true,false,dae3c72e-82ca-4960-9552-1b034bd347e5,1.7,,stem;stimulus
apstat-u1-8-3a-boxplots-108005,1df1c563-2bf3-4453-aa78-9ad1718039e7,036cf802-f4ed-4448-b89f-117b9c9d701a,ap-statistics,mcq,1,1.8,Graphical Representations of Summary Statistics for One Quantitative Variable,template_prepass,high,Assigned to 1.8 because the template prepass evidence matches Graphical Representations of Summary Statistics for One Quantitative Variable.,,true,false,dae3c72e-82ca-4960-9552-1b034bd347e5,1.7,,stem;stimulus
apstat-u1-8-3a-boxplots-108006,358839a0-14cd-4702-af86-534181592afd,245394ea-c2cb-4d44-abd5-b12ec35dbf36,ap-statistics,mcq,1,1.8,Graphical Representations of Summary Statistics for One Quantitative Variable,template_prepass,high,Assigned to 1.8 because the template prepass evidence matches Graphical Representations of Summary Statistics for One Quantitative Variable.,,true,false,dae3c72e-82ca-4960-9552-1b034bd347e5,1.7,,stem;stimulus
apstat-u1-8-3a-boxplots-108007,d35d0eab-5f50-43a8-9838-eb9933c002db,1144ed76-dcb4-4b1b-9747-5105ebddda66,ap-statistics,mcq,1,1.8,Graphical Representations of Summary Statistics for One Quantitative Variable,template_prepass,high,Assigned to 1.8 because the template prepass evidence matches Graphical Representations of Summary Statistics for One Quantitative Variable.,,true,false,dae3c72e-82ca-4960-9552-1b034bd347e5,1.7,,stem;stimulus
apstat-u1-8-3a-boxplots-108008,6d248b16-f668-45a6-8420-3e6e027b4740,7cca8e15-23fb-4124-addd-531f6f40e0b8,ap-statistics,mcq,1,1.8,Graphical Representations of Summary Statistics for One Quantitative Variable,template_prepass,high,Assigned to 1.8 because the template prepass evidence matches Graphical Representations of Summary Statistics for One Quantitative Variable.,,true,false,dae3c72e-82ca-4960-9552-1b034bd347e5,1.7,,stem;stimulus
apstat-u1-8-3a-boxplots-108009,bc68b41b-dfa0-4fdd-9c59-1a47ed7a9ffd,8aad47d4-8d04-4955-83df-93c42a991f69,ap-statistics,mcq,1,1.8,Graphical Representations of Summary Statistics for One Quantitative Variable,template_prepass,high,Assigned to 1.8 because the template prepass evidence matches Graphical Representations of Summary Statistics for One Quantitative Variable.,,true,false,dae3c72e-82ca-4960-9552-1b034bd347e5,1.7,,stem;stimulus
apstat-u1-8-3a-boxplots-108010,9ba067a5-45ce-463e-add4-87c4cd1b6c54,895a9d37-ce1e-44e4-b066-fc328919053c,ap-statistics,mcq,1,1.8,Graphical Representations of Summary Statistics for One Quantitative Variable,template_prepass,high,Assigned to 1.8 because the template prepass evidence matches Graphical Representations of Summary Statistics for One Quantitative Variable.,,true,false,dae3c72e-82ca-4960-9552-1b034bd347e5,1.7,,stem;stimulus
apstat-u1-8-3a-boxplots-108011,42874775-2b14-47ae-9bce-61e4d8d590b3,cefea208-41e5-4d4c-bc0f-4b1b00ace207,ap-statistics,mcq,1,1.8,Graphical Representations of Summary Statistics for One Quantitative Variable,template_prepass,high,Assigned to 1.8 because the template prepass evidence matches Graphical Representations of Summary Statistics for One Quantitative Variable.,,true,false,dae3c72e-82ca-4960-9552-1b034bd347e5,1.7,,stem;stimulus
apstat-u1-8-3a-boxplots-108012,6f90363e-bd3b-415e-bc89-5095e86b36be,8c2489c5-1506-45f8-ab75-dbc3b4ac7a83,ap-statistics,mcq,1,1.8,Graphical Representations of Summary Statistics for One Quantitative Variable,template_prepass,high,Assigned to 1.8 because the template prepass evidence matches Graphical Representations of Summary Statistics for One Quantitative Variable.,,true,false,dae3c72e-82ca-4960-9552-1b034bd347e5,1.7,,stem;stimulus
apstat-u1-8-3a-boxplots-108013,4ea074e2-f29e-4f03-b59b-f927e0c1deeb,3786ebb6-abb1-4c1d-b9eb-8389853956ee,ap-statistics,mcq,1,1.8,Graphical Representations of Summary Statistics for One Quantitative Variable,template_prepass,high,Assigned to 1.8 because the template prepass evidence matches Graphical Representations of Summary Statistics for One Quantitative Variable.,,true,false,dae3c72e-82ca-4960-9552-1b034bd347e5,1.7,,stem;stimulus
apstat-u1-8-3a-boxplots-108014,a30f1ce8-6515-4a6b-b36a-6fe8d50f6639,72a0a9d0-e84e-44e6-ad19-119cef76a7aa,ap-statistics,mcq,1,1.8,Graphical Representations of Summary Statistics for One Quantitative Variable,template_prepass,high,Assigned to 1.8 because the template prepass evidence matches Graphical Representations of Summary Statistics for One Quantitative Variable.,,true,false,dae3c72e-82ca-4960-9552-1b034bd347e5,1.7,,stem;stimulus
apstat-u1-8-3a-boxplots-108015,779526c4-2360-438b-baa5-d2bc386181e5,f6427d75-d05c-435e-a714-7f9bdd6b2f26,ap-statistics,mcq,1,1.8,Graphical Representations of Summary Statistics for One Quantitative Variable,template_prepass,high,Assigned to 1.8 because the template prepass evidence matches Graphical Representations of Summary Statistics for One Quantitative Variable.,,true,false,dae3c72e-82ca-4960-9552-1b034bd347e5,1.7,,stem;stimulus
apstat-u1-8-3a-boxplots-108016,74f6ab83-aadc-450f-92c4-41b2521de3fe,a957949e-6139-454b-a10e-4615140dc1cd,ap-statistics,mcq,1,1.8,Graphical Representations of Summary Statistics for One Quantitative Variable,template_prepass,high,Assigned to 1.8 because the template prepass evidence matches Graphical Representations of Summary Statistics for One Quantitative Variable.,,true,false,dae3c72e-82ca-4960-9552-1b034bd347e5,1.7,,stem;stimulus
apstat-u1-8-3a-boxplots-108017,6cb109cb-beb8-4e70-8d90-10151efa2fc3,9872c6ff-823d-4dc7-a983-a64f5acd7d0a,ap-statistics,mcq,1,1.8,Graphical Representations of Summary Statistics for One Quantitative Variable,template_prepass,high,Assigned to 1.8 because the template prepass evidence matches Graphical Representations of Summary Statistics for One Quantitative Variable.,,true,false,dae3c72e-82ca-4960-9552-1b034bd347e5,1.7,,stem;stimulus
apstat-u1-8-3a-boxplots-108018,163fe08f-02f5-4be0-8c80-5642bb60f332,d3ad83b1-2a1a-4b66-8bf5-eda06b972f7d,ap-statistics,mcq,1,1.8,Graphical Representations of Summary Statistics for One Quantitative Variable,template_prepass,high,Assigned to 1.8 because the template prepass evidence matches Graphical Representations of Summary Statistics for One Quantitative Variable.,,true,false,dae3c72e-82ca-4960-9552-1b034bd347e5,1.7,,stem;stimulus
apstat-u1-8-3a-boxplots-108019,4f43f68d-b4b3-420b-b1a3-2800823ead6f,9e89b5f9-5ca5-44d7-8c43-fb42ac47f855,ap-statistics,mcq,1,1.8,Graphical Representations of Summary Statistics for One Quantitative Variable,template_prepass,high,Assigned to 1.8 because the template prepass evidence matches Graphical Representations of Summary Statistics for One Quantitative Variable.,,true,false,dae3c72e-82ca-4960-9552-1b034bd347e5,1.7,,stem;stimulus
apstat-u1-11-2a-sampling-101000,ed001230-8216-4f24-b63f-4428bdbd07bf,ca642ac4-96cb-4b23-9e88-da13c8eac754,ap-statistics,mcq,1,1.11,Random Sampling,template_prepass,high,Assigned to 1.11 because the template prepass evidence matches Random Sampling.,,false,false,dae3c72e-82ca-4960-9552-1b034bd347e5,1.11,,stem;stimulus
apstat-u1-11-2a-sampling-101001,c4065503-53cb-4638-b4a5-509ea51f5832,861bce02-e6e8-4649-98cf-b518f72fd076,ap-statistics,mcq,1,1.11,Random Sampling,template_prepass,high,Assigned to 1.11 because the template prepass evidence matches Random Sampling.,,true,false,dae3c72e-82ca-4960-9552-1b034bd347e5,4.1,sampling_method_mislabel,stem;stimulus
apstat-u1-11-2a-sampling-101002,317421de-3cf0-42d7-b77b-0020b7fe8161,6b0de0b8-65d2-4122-9b6c-ebe02001f9f0,ap-statistics,mcq,1,1.11,Random Sampling,template_prepass,high,Assigned to 1.11 because the template prepass evidence matches Random Sampling.,,true,false,dae3c72e-82ca-4960-9552-1b034bd347e5,4.1,sampling_method_mislabel,stem;stimulus
apstat-u1-11-2a-sampling-101003,4c8036bb-8dd3-4b95-869d-986c9fe6fa45,b9b2d3b7-10ab-43df-88e2-037ca5d76dd4,ap-statistics,mcq,1,1.11,Random Sampling,template_prepass,high,Assigned to 1.11 because the template prepass evidence matches Random Sampling.,,false,false,dae3c72e-82ca-4960-9552-1b034bd347e5,1.11,,stem;stimulus
apstat-u1-11-2a-sampling-101004,0cb5ece5-3e26-480c-bfca-4d9c478c3a6c,4478c18a-02cd-44dd-81be-ee8a9d0ee00c,ap-statistics,mcq,1,1.11,Random Sampling,template_prepass,high,Assigned to 1.11 because the template prepass evidence matches Random Sampling.,,true,false,dae3c72e-82ca-4960-9552-1b034bd347e5,4.1,sampling_method_mislabel,stem;stimulus
apstat-u1-11-2a-sampling-101005,6752d045-8afa-4236-a3a1-16f59a86a1a1,c75f67fd-7d08-486f-98e5-712d4ba89f42,ap-statistics,mcq,1,1.11,Random Sampling,template_prepass,high,Assigned to 1.11 because the template prepass evidence matches Random Sampling.,,false,false,dae3c72e-82ca-4960-9552-1b034bd347e5,1.11,,stem;stimulus
apstat-u1-11-2a-sampling-101006,b4248cbe-53e4-4672-ab53-79d272f2358a,e9775608-55dc-41e4-ab99-de8faca7b94d,ap-statistics,mcq,1,1.11,Random Sampling,template_prepass,high,Assigned to 1.11 because the template prepass evidence matches Random Sampling.,,true,false,dae3c72e-82ca-4960-9552-1b034bd347e5,4.1,sampling_method_mislabel,stem;stimulus
apstat-u1-11-2a-sampling-101007,f912b3c2-f978-4e25-93e0-e9ac8de4b501,66f6c8a1-516a-48b4-b6ce-c810067402b5,ap-statistics,mcq,1,1.11,Random Sampling,template_prepass,high,Assigned to 1.11 because the template prepass evidence matches Random Sampling.,,false,false,dae3c72e-82ca-4960-9552-1b034bd347e5,1.11,,stem;stimulus
apstat-u1-11-2a-sampling-101008,a4090ab8-7e79-401b-846a-3d6c09b3e9d2,ea43384a-ae8d-42d1-9a75-69a6cf58c879,ap-statistics,mcq,1,1.11,Random Sampling,template_prepass,high,Assigned to 1.11 because the template prepass evidence matches Random Sampling.,,false,false,dae3c72e-82ca-4960-9552-1b034bd347e5,1.11,,stem;stimulus
apstat-u1-11-2a-sampling-101009,2324bef6-f678-4ec9-9d62-f6266f2ee940,a9a2fecf-bde6-402d-940b-d1fc721b2482,ap-statistics,mcq,1,1.11,Random Sampling,template_prepass,high,Assigned to 1.11 because the template prepass evidence matches Random Sampling.,,false,false,dae3c72e-82ca-4960-9552-1b034bd347e5,1.11,,stem;stimulus
apstat-u1-11-2a-sampling-101010,8a2c4b33-ea79-4b25-9cd9-430b38c29421,99fcad39-dfd9-4457-9c27-24a3b1b34bce,ap-statistics,mcq,1,1.11,Random Sampling,template_prepass,high,Assigned to 1.11 because the template prepass evidence matches Random Sampling.,,false,false,dae3c72e-82ca-4960-9552-1b034bd347e5,1.11,,stem;stimulus
apstat-u1-11-2a-sampling-101011,3c95c5c6-9ceb-4259-9b6e-489b7df8449c,14df5714-513c-47cf-93cd-97cebbfa40be,ap-statistics,mcq,1,1.11,Random Sampling,template_prepass,high,Assigned to 1.11 because the template prepass evidence matches Random Sampling.,,true,false,dae3c72e-82ca-4960-9552-1b034bd347e5,4.1,sampling_method_mislabel,stem;stimulus
apstat-u1-11-2a-sampling-101012,69d691b2-ab0e-4ef4-82d6-57f74a749145,483f70ff-ae6f-4261-8198-28fb90c9f2d6,ap-statistics,mcq,1,1.11,Random Sampling,template_prepass,high,Assigned to 1.11 because the template prepass evidence matches Random Sampling.,,true,false,dae3c72e-82ca-4960-9552-1b034bd347e5,4.1,sampling_method_mislabel,stem;stimulus
apstat-u1-11-2a-sampling-101013,f9bc58a1-cf19-4bf8-a13f-773b1df6154a,2112bb92-5445-4d3d-80f5-fe4986284f49,ap-statistics,mcq,1,1.11,Random Sampling,template_prepass,high,Assigned to 1.11 because the template prepass evidence matches Random Sampling.,,true,false,dae3c72e-82ca-4960-9552-1b034bd347e5,4.1,sampling_method_mislabel,stem;stimulus
apstat-u1-11-2a-sampling-101014,f5b3dfb1-c7b4-41cf-a09c-9b3f2d8085ea,683c60f2-7cbe-4c0a-8dab-0422f3769626,ap-statistics,mcq,1,1.11,Random Sampling,template_prepass,high,Assigned to 1.11 because the template prepass evidence matches Random Sampling.,,false,false,dae3c72e-82ca-4960-9552-1b034bd347e5,1.11,,stem;stimulus
apstat-u1-11-2a-sampling-101015,6eddea6b-645a-4c02-9af1-880c64505fdb,da2cb6fb-d66a-4c6e-8808-02e43ba9fe9a,ap-statistics,mcq,1,1.11,Random Sampling,template_prepass,high,Assigned to 1.11 because the template prepass evidence matches Random Sampling.,,true,false,dae3c72e-82ca-4960-9552-1b034bd347e5,4.1,sampling_method_mislabel,stem;stimulus
apstat-u1-11-2a-sampling-101016,06229693-b034-4e11-b074-4937da5fc2d3,8e64198d-832d-4685-ad2f-d942cc1a784b,ap-statistics,mcq,1,1.11,Random Sampling,template_prepass,high,Assigned to 1.11 because the template prepass evidence matches Random Sampling.,,true,false,dae3c72e-82ca-4960-9552-1b034bd347e5,4.1,sampling_method_mislabel,stem;stimulus
apstat-u1-11-2a-sampling-101017,6f05c86a-044f-4152-af3c-b2d61b79fbce,f2446f14-58c8-42dc-b3ed-f10279af3ce4,ap-statistics,mcq,1,1.11,Random Sampling,template_prepass,high,Assigned to 1.11 because the template prepass evidence matches Random Sampling.,,false,false,dae3c72e-82ca-4960-9552-1b034bd347e5,1.11,,stem;stimulus
apstat-u1-11-2a-sampling-101018,423e45b5-0ce4-4a9c-bdb9-c5c695ab4cfd,11ff67d1-0e2b-4690-9c31-7efd5338ea51,ap-statistics,mcq,1,1.11,Random Sampling,template_prepass,high,Assigned to 1.11 because the template prepass evidence matches Random Sampling.,,true,false,dae3c72e-82ca-4960-9552-1b034bd347e5,4.1,sampling_method_mislabel,stem;stimulus
apstat-u1-11-2a-sampling-101019,842aa22c-4a0d-49cc-b91c-4f994f30d2db,a65843f7-ed44-448c-8757-2f4e0f0ec535,ap-statistics,mcq,1,1.11,Random Sampling,template_prepass,high,Assigned to 1.11 because the template prepass evidence matches Random Sampling.,,true,false,dae3c72e-82ca-4960-9552-1b034bd347e5,4.1,sampling_method_mislabel,stem;stimulus
apstat-u1-12-2a-bias-101200,d1c1f39c-eca0-4dae-83c0-f26527434067,d66f586e-f220-4c19-8589-9a4513b81116,ap-statistics,mcq,1,1.12,Potential Problems with Sampling,template_prepass,high,Assigned to 1.12 because the template prepass evidence matches Potential Problems with Sampling.,,true,false,dae3c72e-82ca-4960-9552-1b034bd347e5,1.10,,stem;stimulus
apstat-u1-12-2a-bias-101201,3b2603e2-43e4-4636-a099-54213b0da429,3cf79953-82cd-45ee-99d5-8abd0fd20329,ap-statistics,mcq,1,1.12,Potential Problems with Sampling,template_prepass,high,Assigned to 1.12 because the template prepass evidence matches Potential Problems with Sampling.,,true,false,dae3c72e-82ca-4960-9552-1b034bd347e5,1.10,,stem;stimulus
apstat-u1-12-2a-bias-101202,d098685b-e0aa-40b2-8151-b635ff0960b0,af4f87d5-2072-4996-beb8-ce1bc86fc649,ap-statistics,mcq,1,1.12,Potential Problems with Sampling,template_prepass,high,Assigned to 1.12 because the template prepass evidence matches Potential Problems with Sampling.,,true,false,dae3c72e-82ca-4960-9552-1b034bd347e5,1.10,,stem;stimulus
apstat-u1-12-2a-bias-101203,dbf24537-14df-4cb2-89bb-b1822498074b,3c8994a0-28a9-4a14-ab54-00b387983465,ap-statistics,mcq,1,1.12,Potential Problems with Sampling,template_prepass,high,Assigned to 1.12 because the template prepass evidence matches Potential Problems with Sampling.,,true,false,dae3c72e-82ca-4960-9552-1b034bd347e5,1.10,,stem;stimulus
apstat-u1-12-2a-bias-101204,db16900a-bd4a-4bae-881b-1852327a1269,f7c4d9c2-e55b-4516-a624-f0f81459045a,ap-statistics,mcq,1,1.12,Potential Problems with Sampling,template_prepass,high,Assigned to 1.12 because the template prepass evidence matches Potential Problems with Sampling.,,true,false,dae3c72e-82ca-4960-9552-1b034bd347e5,1.1,,stem;stimulus
apstat-u1-12-2a-bias-101205,6bc15dd8-2089-482d-af27-cd34a10bb6cf,abfb42e9-44a6-4551-9d4a-d701918f0314,ap-statistics,mcq,1,1.12,Potential Problems with Sampling,template_prepass,high,Assigned to 1.12 because the template prepass evidence matches Potential Problems with Sampling.,,true,false,dae3c72e-82ca-4960-9552-1b034bd347e5,1.10,,stem;stimulus
apstat-u1-12-2a-bias-101206,684f24ed-ad59-448f-8946-1b8ac06178bf,f177b16e-6fe8-4cad-a33d-7db6131e4cca,ap-statistics,mcq,1,1.12,Potential Problems with Sampling,template_prepass,high,Assigned to 1.12 because the template prepass evidence matches Potential Problems with Sampling.,,true,false,dae3c72e-82ca-4960-9552-1b034bd347e5,1.10,,stem;stimulus
apstat-u1-12-2a-bias-101207,2ce51f8f-ecf6-4031-8cdf-f482e8f1b5ee,458af08d-839f-438c-a67c-347d0590bb7d,ap-statistics,mcq,1,1.12,Potential Problems with Sampling,template_prepass,high,Assigned to 1.12 because the template prepass evidence matches Potential Problems with Sampling.,,true,false,dae3c72e-82ca-4960-9552-1b034bd347e5,1.10,,stem;stimulus
apstat-u1-12-2a-bias-101208,3db0702b-34ea-4bf7-a032-544722d08c39,ed6356c4-4a86-491d-a133-5cb11f943a49,ap-statistics,mcq,1,1.12,Potential Problems with Sampling,template_prepass,high,Assigned to 1.12 because the template prepass evidence matches Potential Problems with Sampling.,,true,false,dae3c72e-82ca-4960-9552-1b034bd347e5,1.10,,stem;stimulus
apstat-u1-12-2a-bias-101209,4a77f708-7445-40c4-a9cd-1a9662caf647,ab6b15fd-5c2b-4fb7-a155-ad383aeac8e7,ap-statistics,mcq,1,1.12,Potential Problems with Sampling,template_prepass,high,Assigned to 1.12 because the template prepass evidence matches Potential Problems with Sampling.,,true,false,dae3c72e-82ca-4960-9552-1b034bd347e5,1.10,,stem;stimulus
apstat-u1-12-2a-bias-101210,799e01e4-4998-48a9-81f7-39e24e5e7d21,2ccd915a-43db-45c8-a2f6-28d99deb75de,ap-statistics,mcq,1,1.12,Potential Problems with Sampling,template_prepass,high,Assigned to 1.12 because the template prepass evidence matches Potential Problems with Sampling.,,true,false,dae3c72e-82ca-4960-9552-1b034bd347e5,1.10,,stem;stimulus
apstat-u1-12-2a-bias-101211,1353182c-7fd1-41ce-b231-582737980d35,9ab50be0-51a9-422d-8b4b-ec9c54d56052,ap-statistics,mcq,1,1.12,Potential Problems with Sampling,template_prepass,high,Assigned to 1.12 because the template prepass evidence matches Potential Problems with Sampling.,,true,false,dae3c72e-82ca-4960-9552-1b034bd347e5,1.10,,stem;stimulus
apstat-u1-12-2a-bias-101212,cb01f0f2-a4d9-4abf-940c-1f58626bf162,61af280b-f4f9-471a-8f2e-602c77cae3d1,ap-statistics,mcq,1,1.12,Potential Problems with Sampling,template_prepass,high,Assigned to 1.12 because the template prepass evidence matches Potential Problems with Sampling.,,true,false,dae3c72e-82ca-4960-9552-1b034bd347e5,1.10,,stem;stimulus
apstat-u1-12-2a-bias-101213,48e03b22-3821-4f54-b8e9-787ce3878252,05ea5fbe-6ebb-4f41-993a-63a4162ed812,ap-statistics,mcq,1,1.12,Potential Problems with Sampling,template_prepass,high,Assigned to 1.12 because the template prepass evidence matches Potential Problems with Sampling.,,true,false,dae3c72e-82ca-4960-9552-1b034bd347e5,1.10,,stem;stimulus
apstat-u1-12-2a-bias-101214,1b43c739-1bf9-4def-b0b2-15b0e08cc6aa,2f1bcba9-4537-4c3e-915b-0318f208eb80,ap-statistics,mcq,1,1.12,Potential Problems with Sampling,template_prepass,high,Assigned to 1.12 because the template prepass evidence matches Potential Problems with Sampling.,,true,false,dae3c72e-82ca-4960-9552-1b034bd347e5,1.10,,stem;stimulus
apstat-u1-12-2a-bias-101215,1b428340-8bb1-44b7-8451-a3c2cd0c3919,6ad4660e-3f98-4645-afbf-40df07d65e33,ap-statistics,mcq,1,1.12,Potential Problems with Sampling,template_prepass,high,Assigned to 1.12 because the template prepass evidence matches Potential Problems with Sampling.,,true,false,dae3c72e-82ca-4960-9552-1b034bd347e5,1.10,,stem;stimulus
apstat-u1-12-2a-bias-101216,71952051-0fe0-43d0-90e9-b9822bfa8528,146f9992-629d-41d9-beeb-5bfbf6a36464,ap-statistics,mcq,1,1.12,Potential Problems with Sampling,template_prepass,high,Assigned to 1.12 because the template prepass evidence matches Potential Problems with Sampling.,,true,false,dae3c72e-82ca-4960-9552-1b034bd347e5,1.10,,stem;stimulus
apstat-u1-12-2a-bias-101217,5d6f11a0-250a-40fd-b64c-382bb30ddb39,b2519e69-e523-46e4-af2e-38a2d7f7621f,ap-statistics,mcq,1,1.12,Potential Problems with Sampling,template_prepass,high,Assigned to 1.12 because the template prepass evidence matches Potential Problems with Sampling.,,true,false,dae3c72e-82ca-4960-9552-1b034bd347e5,1.10,,stem;stimulus
apstat-u1-12-2a-bias-101218,7fe2adb8-31b6-4766-9541-bc640fde234f,61941a51-a83c-4263-965f-e1ab37cd2f49,ap-statistics,mcq,1,1.12,Potential Problems with Sampling,template_prepass,high,Assigned to 1.12 because the template prepass evidence matches Potential Problems with Sampling.,,true,false,dae3c72e-82ca-4960-9552-1b034bd347e5,1.10,,stem;stimulus
apstat-u1-12-2a-bias-101219,967276c3-d74d-47b1-aadc-6eab7cd85185,96b09fb6-b46d-45d2-bcea-85a86b2fa135,ap-statistics,mcq,1,1.12,Potential Problems with Sampling,template_prepass,high,Assigned to 1.12 because the template prepass evidence matches Potential Problems with Sampling.,,true,false,dae3c72e-82ca-4960-9552-1b034bd347e5,1.10,,stem;stimulus
apstat-u1-13-2a-design-101300,27fd7a11-b48b-4aea-84ac-871520cfd54f,0de29bd9-4fac-4a5e-bac7-e478a4764344,ap-statistics,mcq,1,1.13,Experimental Design,template_prepass,high,Assigned to 1.13 because the template prepass evidence matches Experimental Design.,,true,false,dae3c72e-82ca-4960-9552-1b034bd347e5,1.3,,stem;stimulus
apstat-u1-13-2a-design-101301,73d1ffcb-3fb7-403c-b967-1fe5c2384eb8,66047ac7-b547-4afe-8e1f-16db8ab7c231,ap-statistics,mcq,1,1.13,Experimental Design,template_prepass,high,Assigned to 1.13 because the template prepass evidence matches Experimental Design.,,true,false,dae3c72e-82ca-4960-9552-1b034bd347e5,1.3,,stem;stimulus
apstat-u1-13-2a-design-101302,9afbc9c7-8a25-45ce-969d-9dddda1ef023,229aee0d-3d5e-45cc-ba45-d41bd92eb184,ap-statistics,mcq,1,1.13,Experimental Design,template_prepass,high,Assigned to 1.13 because the template prepass evidence matches Experimental Design.,,true,false,dae3c72e-82ca-4960-9552-1b034bd347e5,1.3,,stem;stimulus
apstat-u1-13-2a-design-101303,034f641f-ebcd-490f-8739-f22fe3bd7675,566bc991-0c50-4f3f-8c20-93dcad0729c5,ap-statistics,mcq,1,1.13,Experimental Design,template_prepass,high,Assigned to 1.13 because the template prepass evidence matches Experimental Design.,,true,false,dae3c72e-82ca-4960-9552-1b034bd347e5,2.2,,stem;stimulus
apstat-u1-13-2a-design-101304,23467258-fa4c-4312-8c4d-928051e1fa97,9fbaacae-650a-4617-97ee-7998845664b3,ap-statistics,mcq,1,1.13,Experimental Design,template_prepass,high,Assigned to 1.13 because the template prepass evidence matches Experimental Design.,,true,false,dae3c72e-82ca-4960-9552-1b034bd347e5,2.2,,stem;stimulus
apstat-u1-13-2a-design-101305,6137dac1-c29f-4ef5-8d81-3380526d80c6,8e15b8b9-0498-4499-8f94-b1939442a738,ap-statistics,mcq,1,1.13,Experimental Design,template_prepass,high,Assigned to 1.13 because the template prepass evidence matches Experimental Design.,,true,false,dae3c72e-82ca-4960-9552-1b034bd347e5,2.2,,stem;stimulus
apstat-u1-13-2a-design-101306,8ee8398a-adb9-4c6d-aabc-64fe01bf6dd4,aff2d491-b1cf-40a3-9926-c0e5ded2d9ac,ap-statistics,mcq,1,1.13,Experimental Design,template_prepass,high,Assigned to 1.13 because the template prepass evidence matches Experimental Design.,,true,false,dae3c72e-82ca-4960-9552-1b034bd347e5,1.3,,stem;stimulus
apstat-u1-13-2a-design-101307,6f241333-e14d-4dcb-aebc-369a8f0ae49f,22b218c1-ea32-4dae-a14d-c54856dd33d6,ap-statistics,mcq,1,1.13,Experimental Design,template_prepass,high,Assigned to 1.13 because the template prepass evidence matches Experimental Design.,,true,false,dae3c72e-82ca-4960-9552-1b034bd347e5,1.3,,stem;stimulus
apstat-u1-13-2a-design-101308,9c1dfa56-5fdb-4e0f-8898-fc2758beee65,686218a4-d548-431f-a5c6-0c52e232a3fb,ap-statistics,mcq,1,1.13,Experimental Design,template_prepass,high,Assigned to 1.13 because the template prepass evidence matches Experimental Design.,,true,false,dae3c72e-82ca-4960-9552-1b034bd347e5,1.3,,stem;stimulus
apstat-u1-13-2a-design-101309,3723ffa2-22fe-4e12-9e34-55d7de9636fe,205bb9ba-680d-4b28-8dca-bd629249ae77,ap-statistics,mcq,1,1.13,Experimental Design,template_prepass,high,Assigned to 1.13 because the template prepass evidence matches Experimental Design.,,true,false,dae3c72e-82ca-4960-9552-1b034bd347e5,1.3,,stem;stimulus
apstat-u1-13-2a-design-101310,3141ada2-c89d-466f-b88e-69811f4da68e,8a19ba3e-995e-4615-becd-ac80e785c7fd,ap-statistics,mcq,1,1.13,Experimental Design,template_prepass,high,Assigned to 1.13 because the template prepass evidence matches Experimental Design.,,true,false,dae3c72e-82ca-4960-9552-1b034bd347e5,2.2,,stem;stimulus
apstat-u1-13-2a-design-101311,8f40f9cc-afd9-465a-abe4-f6bd128e6ae2,5c36261a-9716-4c03-a06e-9680bc4b3e54,ap-statistics,mcq,1,1.13,Experimental Design,template_prepass,high,Assigned to 1.13 because the template prepass evidence matches Experimental Design.,,true,false,dae3c72e-82ca-4960-9552-1b034bd347e5,1.3,,stem;stimulus
apstat-u1-13-2a-design-101312,6f67d4aa-05ab-4575-b15d-41fb421fa700,1490a14d-0034-43c4-bb0f-9560469a4398,ap-statistics,mcq,1,1.13,Experimental Design,template_prepass,high,Assigned to 1.13 because the template prepass evidence matches Experimental Design.,,true,false,dae3c72e-82ca-4960-9552-1b034bd347e5,1.3,,stem;stimulus
